StationID,Survey,Strata,TrendStrata,AreaWeight,LOE,Score,Category
B98-2410,1998,bath-120,Shelf,55.28047634,Chemistry,1,None
B98-2410,1998,bath-120,Shelf,55.28047634,SQO Integrated,1,Unimpacted
B98-2410,1998,bath-120,Shelf,55.28047634,Toxicity,2,Low
B98-2411,1998,bath-120,Shelf,55.28047634,Benthic,1,None
B98-2411,1998,bath-120,Shelf,55.28047634,Chemistry,1,None
B98-2411,1998,bath-120,Shelf,55.28047634,SQO Integrated,1,Unimpacted
B98-2411,1998,bath-120,Shelf,55.28047634,Toxicity,2,Low
B98-2412,1998,bath-120,Shelf,55.28047634,Benthic,1,None
B98-2412,1998,bath-120,Shelf,55.28047634,Chemistry,1,None
B98-2412,1998,bath-120,Shelf,55.28047634,SQO Integrated,1,Unimpacted
B98-2412,1998,bath-120,Shelf,55.28047634,Toxicity,1,None
B98-2413,1998,bath-120,Shelf,55.28047634,Benthic,1,None
B98-2413,1998,bath-120,Shelf,55.28047634,Chemistry,1,None
B98-2413,1998,bath-120,Shelf,55.28047634,SQO Integrated,1,Unimpacted
B98-2413,1998,bath-120,Shelf,55.28047634,Toxicity,1,None
B98-2415,1998,bath-30,Shelf,29.37062937,Benthic,1,None
B98-2415,1998,bath-30,Shelf,29.37062937,Chemistry,2,Low
B98-2415,1998,bath-30,Shelf,29.37062937,SQO Integrated,1,Unimpacted
B98-2415,1998,bath-30,Shelf,29.37062937,Toxicity,1,None
B98-2417,1998,bath-30,Shelf,29.37062937,Benthic,1,None
B98-2417,1998,bath-30,Shelf,29.37062937,Chemistry,2,Low
B98-2417,1998,bath-30,Shelf,29.37062937,SQO Integrated,1,Unimpacted
B98-2417,1998,bath-30,Shelf,29.37062937,Toxicity,1,None
B98-2418,1998,bath-120,Shelf,55.28047634,Benthic,1,None
B98-2418,1998,bath-120,Shelf,55.28047634,Chemistry,1,None
B98-2418,1998,bath-120,Shelf,55.28047634,SQO Integrated,1,Unimpacted
B98-2418,1998,bath-120,Shelf,55.28047634,Toxicity,1,None
B98-2419,1998,bath-120,Shelf,55.28047634,Benthic,1,None
B98-2419,1998,bath-120,Shelf,55.28047634,Chemistry,2,Low
B98-2419,1998,bath-120,Shelf,55.28047634,SQO Integrated,1,Unimpacted
B98-2419,1998,bath-120,Shelf,55.28047634,Toxicity,1,None
B98-2421,1998,marina,Ports/Marinas/Bays,0.4359,Benthic,2,Low
B98-2421,1998,marina,Ports/Marinas/Bays,0.4359,Chemistry,3,Moderate
B98-2421,1998,Marina,Ports/Marinas/Bays,0.4359,SQO Integrated,3,Possibly impacted
B98-2421,1998,marina,Ports/Marinas/Bays,0.4359,Toxicity,2,Low
B98-2423,1998,marina,Ports/Marinas/Bays,0.4359,Benthic,1,None
B98-2423,1998,marina,Ports/Marinas/Bays,0.4359,Chemistry,1,None
B98-2423,1998,Marina,Ports/Marinas/Bays,0.4359,SQO Integrated,1,Unimpacted
B98-2423,1998,marina,Ports/Marinas/Bays,0.4359,Toxicity,1,None
B98-2424,1998,marina,Ports/Marinas/Bays,0.4359,Benthic,1,None
B98-2424,1998,marina,Ports/Marinas/Bays,0.4359,Chemistry,1,None
B98-2424,1998,Marina,Ports/Marinas/Bays,0.4359,SQO Integrated,1,Unimpacted
B98-2424,1998,marina,Ports/Marinas/Bays,0.4359,Toxicity,1,None
B98-2425,1998,marina,Ports/Marinas/Bays,0.4359,Benthic,1,None
B98-2425,1998,marina,Ports/Marinas/Bays,0.4359,Chemistry,2,Low
B98-2425,1998,Marina,Ports/Marinas/Bays,0.4359,SQO Integrated,1,Unimpacted
B98-2425,1998,marina,Ports/Marinas/Bays,0.4359,Toxicity,1,None
B98-2426,1998,other,Shelf,1.798513625,Benthic,2,Low
B98-2426,1998,other,Shelf,1.798513625,Chemistry,2,Low
B98-2426,1998,other,Shelf,1.798513625,SQO Integrated,1,Unimpacted
B98-2426,1998,other,Shelf,1.798513625,Toxicity,1,None
B98-2427,1998,other,Shelf,1.798513625,Benthic,2,Low
B98-2427,1998,other,Shelf,1.798513625,Chemistry,2,Low
B98-2427,1998,other,Shelf,1.798513625,SQO Integrated,3,Possibly impacted
B98-2427,1998,other,Shelf,1.798513625,Toxicity,4,High
B98-2428,1998,other,Shelf,1.798513625,Benthic,3,Moderate
B98-2428,1998,other,Shelf,1.798513625,Chemistry,2,Low
B98-2428,1998,other,Shelf,1.798513625,SQO Integrated,4,Likely impacted
B98-2428,1998,other,Shelf,1.798513625,Toxicity,3,Moderate
B98-2430,1998,port,Ports/Marinas/Bays,1.420110193,Benthic,2,Low
B98-2430,1998,port,Ports/Marinas/Bays,1.420110193,Chemistry,4,High
B98-2430,1998,Port,Ports/Marinas/Bays,1.420110193,SQO Integrated,4,Likely impacted
B98-2430,1998,port,Ports/Marinas/Bays,1.420110193,Toxicity,3,Moderate
B98-2431,1998,port,Ports/Marinas/Bays,1.420110193,Benthic,2,Low
B98-2431,1998,port,Ports/Marinas/Bays,1.420110193,Chemistry,3,Moderate
B98-2431,1998,Port,Ports/Marinas/Bays,1.420110193,SQO Integrated,1,Unimpacted
B98-2431,1998,port,Ports/Marinas/Bays,1.420110193,Toxicity,1,None
B98-2432,1998,port,Ports/Marinas/Bays,1.420110193,Benthic,3,Moderate
B98-2432,1998,port,Ports/Marinas/Bays,1.420110193,Chemistry,3,Moderate
B98-2432,1998,Port,Ports/Marinas/Bays,1.420110193,SQO Integrated,3,Possibly impacted
B98-2432,1998,port,Ports/Marinas/Bays,1.420110193,Toxicity,1,None
B98-2433,1998,sdother,Shelf,1.095573441,Benthic,1,None
B98-2433,1998,sdother,Shelf,1.095573441,Chemistry,2,Low
B98-2433,1998,sdother,Shelf,1.095573441,SQO Integrated,1,Unimpacted
B98-2433,1998,sdother,Shelf,1.095573441,Toxicity,1,None
B98-2434,1998,sdother,Shelf,1.095573441,Benthic,2,Low
B98-2434,1998,sdother,Shelf,1.095573441,Chemistry,2,Low
B98-2434,1998,sdother,Ports/Marinas/Bays,1.095573441,SQO Integrated,1,Unimpacted
B98-2434,1998,sdother,Shelf,1.095573441,Toxicity,1,None
B98-2435,1998,sdother,Shelf,1.095573441,Benthic,1,None
B98-2435,1998,sdother,Shelf,1.095573441,Chemistry,1,None
B98-2435,1998,sdother,Shelf,1.095573441,SQO Integrated,1,Unimpacted
B98-2435,1998,sdother,Shelf,1.095573441,Toxicity,1,None
B98-2436,1998,sdother,Shelf,1.095573441,Benthic,1,None
B98-2436,1998,sdother,Shelf,1.095573441,Chemistry,3,Moderate
B98-2436,1998,sdother,Ports/Marinas/Bays,1.095573441,SQO Integrated,1,Unimpacted
B98-2436,1998,sdother,Shelf,1.095573441,Toxicity,1,None
B98-2438,1998,sdmari,Ports/Marinas/Bays,0.4359,Benthic,2,Low
B98-2438,1998,sdmari,Ports/Marinas/Bays,0.4359,Chemistry,2,Low
B98-2438,1998,sdmari,Ports/Marinas/Bays,0.4359,SQO Integrated,3,Possibly impacted
B98-2438,1998,sdmari,Ports/Marinas/Bays,0.4359,Toxicity,3,Moderate
B98-2439,1998,sdport,Ports/Marinas/Bays,1.875573921,Benthic,2,Low
B98-2439,1998,sdport,Ports/Marinas/Bays,1.875573921,Chemistry,3,Moderate
B98-2439,1998,sdport,Ports/Marinas/Bays,1.875573921,SQO Integrated,3,Possibly impacted
B98-2439,1998,sdport,Ports/Marinas/Bays,1.875573921,Toxicity,2,Low
B98-2440,1998,sdport,Ports/Marinas/Bays,1.875573921,Benthic,1,None
B98-2440,1998,sdport,Ports/Marinas/Bays,1.875573921,Chemistry,2,Low
B98-2440,1998,sdport,Ports/Marinas/Bays,1.875573921,SQO Integrated,1,Unimpacted
B98-2440,1998,sdport,Ports/Marinas/Bays,1.875573921,Toxicity,1,None
B98-2441,1998,sdport,Ports/Marinas/Bays,1.875573921,Benthic,1,None
B98-2441,1998,sdport,Ports/Marinas/Bays,1.875573921,Chemistry,2,Low
B98-2441,1998,sdport,Ports/Marinas/Bays,1.875573921,SQO Integrated,1,Unimpacted
B98-2441,1998,sdport,Ports/Marinas/Bays,1.875573921,Toxicity,2,Low
B98-2442,1998,sdport,Ports/Marinas/Bays,1.875573921,Benthic,1,None
B98-2442,1998,sdport,Ports/Marinas/Bays,1.875573921,Chemistry,2,Low
B98-2442,1998,sdport,Ports/Marinas/Bays,1.875573921,SQO Integrated,2,Likely unimpacted
B98-2442,1998,sdport,Ports/Marinas/Bays,1.875573921,Toxicity,3,Moderate
B98-2443,1998,marina,Ports/Marinas/Bays,0.4359,Benthic,4,High
B98-2443,1998,marina,Ports/Marinas/Bays,0.4359,Chemistry,4,High
B98-2443,1998,Marina,Ports/Marinas/Bays,0.4359,SQO Integrated,5,Clearly impacted
B98-2443,1998,marina,Ports/Marinas/Bays,0.4359,Toxicity,3,Moderate
B98-2444,1998,marina,Ports/Marinas/Bays,0.4359,Benthic,4,High
B98-2444,1998,marina,Ports/Marinas/Bays,0.4359,Chemistry,4,High
B98-2444,1998,Marina,Ports/Marinas/Bays,0.4359,SQO Integrated,5,Clearly impacted
B98-2444,1998,marina,Ports/Marinas/Bays,0.4359,Toxicity,3,Moderate
B98-2445,1998,marina,Ports/Marinas/Bays,0.4359,Benthic,4,High
B98-2445,1998,marina,Ports/Marinas/Bays,0.4359,Chemistry,4,High
B98-2445,1998,Marina,Ports/Marinas/Bays,0.4359,SQO Integrated,5,Clearly impacted
B98-2445,1998,marina,Ports/Marinas/Bays,0.4359,Toxicity,3,Moderate
B98-2446,1998,marina,Ports/Marinas/Bays,0.4359,Benthic,4,High
B98-2446,1998,marina,Ports/Marinas/Bays,0.4359,Chemistry,3,Moderate
B98-2446,1998,Marina,Ports/Marinas/Bays,0.4359,SQO Integrated,3,Possibly impacted
B98-2446,1998,marina,Ports/Marinas/Bays,0.4359,Toxicity,1,None
B98-2447,1998,marina,Ports/Marinas/Bays,0.4359,Benthic,3,Moderate
B98-2447,1998,marina,Ports/Marinas/Bays,0.4359,Chemistry,4,High
B98-2447,1998,Marina,Ports/Marinas/Bays,0.4359,SQO Integrated,4,Likely impacted
B98-2447,1998,marina,Ports/Marinas/Bays,0.4359,Toxicity,1,None
B98-2448,1998,marina,Ports/Marinas/Bays,0.4359,Benthic,2,Low
B98-2448,1998,marina,Ports/Marinas/Bays,0.4359,Chemistry,4,High
B98-2448,1998,Marina,Ports/Marinas/Bays,0.4359,SQO Integrated,2,Likely unimpacted
B98-2448,1998,marina,Ports/Marinas/Bays,0.4359,Toxicity,1,None
B98-2449,1998,marina,Ports/Marinas/Bays,0.4359,Benthic,2,Low
B98-2449,1998,marina,Ports/Marinas/Bays,0.4359,Chemistry,3,Moderate
B98-2449,1998,Marina,Ports/Marinas/Bays,0.4359,SQO Integrated,1,Unimpacted
B98-2449,1998,marina,Ports/Marinas/Bays,0.4359,Toxicity,1,None
B98-2453,1998,river,Shelf,1,Benthic,1,None
B98-2453,1998,river,Shelf,1,Chemistry,1,None
B98-2453,1998,river,Shelf,1,SQO Integrated,1,Unimpacted
B98-2453,1998,river,Shelf,1,Toxicity,1,None
B98-2454,1998,river,Shelf,1,Benthic,1,None
B98-2454,1998,river,Shelf,1,Chemistry,1,None
B98-2454,1998,river,Shelf,1,SQO Integrated,1,Unimpacted
B98-2454,1998,river,Shelf,1,Toxicity,2,Low
B03-4000,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Benthic,1,None
B03-4000,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Chemistry,1,None
B03-4000,2003,Mid-shelf (30-120 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4000,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Toxicity,1,None
B03-4002,2003,LA Estuaries,Estuaries,0.05321663,Benthic,3,Moderate
B03-4002,2003,LA Estuaries,Estuaries,0.05321663,Chemistry,1,None
B03-4002,2003,LA Estuaries,Estuaries,0.05321663,SQO Integrated,2,Likely unimpacted
B03-4002,2003,LA Estuaries,Estuaries,0.05321663,Toxicity,1,None
B03-4006,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Benthic,1,None
B03-4006,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Chemistry,1,None
B03-4006,2003,Mid-shelf (30-120 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4006,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Toxicity,1,None
B03-4008,2003,Estuaries,Estuaries,0.157685079,Benthic,2,Low
B03-4008,2003,Estuaries,Estuaries,0.157685079,Chemistry,1,None
B03-4008,2003,Estuaries,Estuaries,0.157685079,SQO Integrated,1,Unimpacted
B03-4008,2003,Estuaries,Estuaries,0.157685079,Toxicity,1,None
B03-4010,2003,Marinas-Rep 2,Ports/Marinas/Bays,0.49130177,Benthic,3,Moderate
B03-4010,2003,Marinas-Rep 2,Ports/Marinas/Bays,0.49130177,Chemistry,4,High
B03-4010,2003,Marinas-Rep 2,Ports/Marinas/Bays,0.49130177,SQO Integrated,5,Clearly impacted
B03-4010,2003,Marinas-Rep 2,Ports/Marinas/Bays,0.49130177,Toxicity,3,Moderate
B03-4015,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Benthic,1,None
B03-4015,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Chemistry,2,Low
B03-4015,2003,Mid-shelf (30-120 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4015,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Toxicity,1,None
B03-4017,2003,Estuaries,Estuaries,0.254546895,Benthic,3,Moderate
B03-4017,2003,Estuaries,Estuaries,0.254546895,Chemistry,2,Low
B03-4017,2003,Estuaries,Estuaries,0.254546895,SQO Integrated,2,Likely unimpacted
B03-4017,2003,Estuaries,Estuaries,0.254546895,Toxicity,1,None
B03-4018,2003,Marinas,Ports/Marinas/Bays,0.49130177,Benthic,1,None
B03-4018,2003,Marinas,Ports/Marinas/Bays,0.49130177,Chemistry,3,Moderate
B03-4018,2003,Marina,Ports/Marinas/Bays,0.49130177,SQO Integrated,1,Unimpacted
B03-4018,2003,Marinas,Ports/Marinas/Bays,0.49130177,Toxicity,1,None
B03-4019,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Benthic,1,None
B03-4019,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Chemistry,2,Low
B03-4019,2003,Mid-shelf (30-120 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4019,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Toxicity,1,None
B03-4020,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Benthic,1,None
B03-4020,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Chemistry,1,None
B03-4020,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,SQO Integrated,1,Unimpacted
B03-4020,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Toxicity,1,None
B03-4021,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Benthic,1,None
B03-4021,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Chemistry,2,Low
B03-4021,2003,Mid-shelf (30-120 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4021,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Toxicity,1,None
B03-4023,2003,Outer shelf (120-200 m),Shelf,105.1149224,Benthic,1,None
B03-4023,2003,Outer shelf (120-200 m),Shelf,105.1149224,Chemistry,2,Low
B03-4023,2003,Outer shelf (120-200 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4023,2003,Outer shelf (120-200 m),Shelf,105.1149224,Toxicity,1,None
B03-4026,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Benthic,1,None
B03-4026,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Chemistry,1,None
B03-4026,2003,Mid-shelf (30-120 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4026,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Toxicity,1,None
B03-4028,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Benthic,2,Low
B03-4028,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Chemistry,1,None
B03-4028,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,SQO Integrated,1,Unimpacted
B03-4028,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Toxicity,1,None
B03-4032,2003,Estuaries,Estuaries,0.33006108,Benthic,4,High
B03-4032,2003,Estuaries,Estuaries,0.33006108,Chemistry,2,Low
B03-4032,2003,Estuaries,Estuaries,0.33006108,SQO Integrated,4,Likely impacted
B03-4032,2003,Estuaries,Estuaries,0.33006108,Toxicity,3,Moderate
B03-4033,2003,Estuaries,Estuaries,0.291360776,Benthic,4,High
B03-4033,2003,Estuaries,Estuaries,0.291360776,Chemistry,2,Low
B03-4033,2003,Estuaries,Estuaries,0.291360776,SQO Integrated,2,Likely unimpacted
B03-4033,2003,Estuaries,Estuaries,0.291360776,Toxicity,1,None
B03-4034,2003,LA Estuaries,Estuaries,0.05321663,Benthic,2,Low
B03-4034,2003,LA Estuaries,Estuaries,0.05321663,Chemistry,1,None
B03-4034,2003,LA Estuaries,Estuaries,0.05321663,SQO Integrated,1,Unimpacted
B03-4034,2003,LA Estuaries,Estuaries,0.05321663,Toxicity,1,None
B03-4035,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Benthic,1,None
B03-4035,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Chemistry,2,Low
B03-4035,2003,Mid-shelf (30-120 m),Shelf,105.1149224,SQO Integrated,2,Likely unimpacted
B03-4035,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Toxicity,3,Moderate
B03-4043,2003,Inner shelf (5-30 m),Shelf,105.1149224,Benthic,2,Low
B03-4043,2003,Inner shelf (5-30 m),Shelf,105.1149224,Chemistry,1,None
B03-4043,2003,Inner shelf (5-30 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4043,2003,Inner shelf (5-30 m),Shelf,105.1149224,Toxicity,1,None
B03-4048,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Benthic,1,None
B03-4048,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Chemistry,1,None
B03-4048,2003,Mid-shelf (30-120 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4048,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Toxicity,1,None
B03-4049,2003,Estuaries,Estuaries,0.263542742,Benthic,3,Moderate
B03-4049,2003,Estuaries,Estuaries,0.263542742,Chemistry,2,Low
B03-4049,2003,Estuaries,Estuaries,0.263542742,SQO Integrated,2,Likely unimpacted
B03-4049,2003,Estuaries,Estuaries,0.263542742,Toxicity,1,None
B03-4050,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Benthic,2,Low
B03-4050,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Chemistry,2,Low
B03-4050,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,SQO Integrated,1,Unimpacted
B03-4050,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Toxicity,1,None
B03-4052,2003,Marinas,Ports/Marinas/Bays,0.49130177,Benthic,3,Moderate
B03-4052,2003,Marinas,Ports/Marinas/Bays,0.49130177,Chemistry,2,Low
B03-4052,2003,Marina,Ports/Marinas/Bays,0.49130177,SQO Integrated,2,Likely unimpacted
B03-4052,2003,Marinas,Ports/Marinas/Bays,0.49130177,Toxicity,1,None
B03-4053,2003,LA Estuaries,Estuaries,0.033825521,Benthic,1,None
B03-4053,2003,LA Estuaries,Estuaries,0.033825521,Chemistry,3,Moderate
B03-4053,2003,LA Estuaries,Estuaries,0.033825521,SQO Integrated,3,Possibly impacted
B03-4053,2003,LA Estuaries,Estuaries,0.033825521,Toxicity,4,High
B03-4058,2003,Inner shelf (5-30 m),Shelf,105.1149224,Benthic,1,None
B03-4058,2003,Inner shelf (5-30 m),Shelf,105.1149224,Chemistry,1,None
B03-4058,2003,Inner shelf (5-30 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4058,2003,Inner shelf (5-30 m),Shelf,105.1149224,Toxicity,1,None
B03-4061,2003,Inner shelf (5-30 m),Shelf,105.1149224,Benthic,1,None
B03-4061,2003,Inner shelf (5-30 m),Shelf,105.1149224,Chemistry,1,None
B03-4061,2003,Inner shelf (5-30 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4061,2003,Inner shelf (5-30 m),Shelf,105.1149224,Toxicity,1,None
B03-4065,2003,Marinas,Ports/Marinas/Bays,0.49130177,Benthic,1,None
B03-4065,2003,Marinas,Ports/Marinas/Bays,0.49130177,Chemistry,2,Low
B03-4065,2003,Marina,Ports/Marinas/Bays,0.49130177,SQO Integrated,3,Possibly impacted
B03-4065,2003,Marinas,Ports/Marinas/Bays,0.49130177,Toxicity,4,High
B03-4067,2003,Outer shelf (120-200 m),Shelf,105.1149224,Benthic,1,None
B03-4067,2003,Outer shelf (120-200 m),Shelf,105.1149224,Chemistry,2,Low
B03-4067,2003,Outer shelf (120-200 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4067,2003,Outer shelf (120-200 m),Shelf,105.1149224,Toxicity,1,None
B03-4068,2003,Outer shelf (120-200 m),Shelf,105.1149224,Benthic,1,None
B03-4068,2003,Outer shelf (120-200 m),Shelf,105.1149224,Chemistry,1,None
B03-4068,2003,Outer shelf (120-200 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4068,2003,Outer shelf (120-200 m),Shelf,105.1149224,Toxicity,1,None
B03-4069,2003,Inner shelf (5-30 m),Shelf,105.1149224,Benthic,1,None
B03-4069,2003,Inner shelf (5-30 m),Shelf,105.1149224,Chemistry,1,None
B03-4069,2003,Inner shelf (5-30 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4069,2003,Inner shelf (5-30 m),Shelf,105.1149224,Toxicity,1,None
B03-4072,2003,Estuaries,Estuaries,0.309048752,Benthic,3,Moderate
B03-4072,2003,Estuaries,Estuaries,0.309048752,Chemistry,1,None
B03-4072,2003,Estuaries,Estuaries,0.309048752,SQO Integrated,2,Likely unimpacted
B03-4072,2003,Estuaries,Estuaries,0.309048752,Toxicity,1,None
B03-4075,2003,Estuaries,Estuaries,0.254546895,Benthic,2,Low
B03-4075,2003,Estuaries,Estuaries,0.254546895,Chemistry,2,Low
B03-4075,2003,Estuaries,Estuaries,0.254546895,SQO Integrated,1,Unimpacted
B03-4075,2003,Estuaries,Estuaries,0.254546895,Toxicity,1,None
B03-4076,2003,Marinas,Ports/Marinas/Bays,0.49130177,Benthic,2,Low
B03-4076,2003,Marinas,Ports/Marinas/Bays,0.49130177,Chemistry,3,Moderate
B03-4076,2003,Marina,Ports/Marinas/Bays,0.49130177,SQO Integrated,3,Possibly impacted
B03-4076,2003,Marinas,Ports/Marinas/Bays,0.49130177,Toxicity,3,Moderate
B03-4079,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Benthic,1,None
B03-4079,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Chemistry,2,Low
B03-4079,2003,Mid-shelf (30-120 m),Shelf,105.1149224,SQO Integrated,2,Likely unimpacted
B03-4079,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Toxicity,3,Moderate
B03-4080,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Benthic,1,None
B03-4080,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Chemistry,1,None
B03-4080,2003,Mid-shelf (30-120 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4080,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Toxicity,1,None
B03-4084,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Benthic,2,Low
B03-4084,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Chemistry,3,Moderate
B03-4084,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,SQO Integrated,3,Possibly impacted
B03-4084,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Toxicity,3,Moderate
B03-4085,2003,Marinas,Ports/Marinas/Bays,0.49130177,Benthic,1,None
B03-4085,2003,Marinas,Ports/Marinas/Bays,0.49130177,Chemistry,4,High
B03-4085,2003,Marina,Ports/Marinas/Bays,0.49130177,SQO Integrated,2,Likely unimpacted
B03-4085,2003,Marinas,Ports/Marinas/Bays,0.49130177,Toxicity,1,None
B03-4086,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Benthic,1,None
B03-4086,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Chemistry,2,Low
B03-4086,2003,Mid-shelf (30-120 m),Shelf,105.1149224,SQO Integrated,2,Likely unimpacted
B03-4086,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Toxicity,3,Moderate
B03-4087,2003,Estuaries,Estuaries,0.263542742,Benthic,3,Moderate
B03-4087,2003,Estuaries,Estuaries,0.263542742,Chemistry,1,None
B03-4087,2003,Estuaries,Estuaries,0.263542742,SQO Integrated,2,Likely unimpacted
B03-4087,2003,Estuaries,Estuaries,0.263542742,Toxicity,1,None
B03-4089,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Benthic,1,None
B03-4089,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Chemistry,3,Moderate
B03-4089,2003,Mid-shelf (30-120 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4089,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Toxicity,1,None
B03-4090,2003,Inner shelf (5-30 m),Shelf,105.1149224,Benthic,1,None
B03-4090,2003,Inner shelf (5-30 m),Shelf,105.1149224,Chemistry,1,None
B03-4090,2003,Inner shelf (5-30 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4090,2003,Inner shelf (5-30 m),Shelf,105.1149224,Toxicity,1,None
B03-4092,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Benthic,1,None
B03-4092,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Chemistry,2,Low
B03-4092,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,SQO Integrated,1,Unimpacted
B03-4092,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Toxicity,1,None
B03-4093,2003,Outer shelf (120-200 m),Shelf,105.1149224,Benthic,1,None
B03-4093,2003,Outer shelf (120-200 m),Shelf,105.1149224,Chemistry,2,Low
B03-4093,2003,Outer shelf (120-200 m),Shelf,105.1149224,SQO Integrated,2,Likely unimpacted
B03-4093,2003,Outer shelf (120-200 m),Shelf,105.1149224,Toxicity,3,Moderate
B03-4096,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Benthic,1,None
B03-4096,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Chemistry,1,None
B03-4096,2003,Mid-shelf (30-120 m),Shelf,105.1149224,SQO Integrated,1,Unimpacted
B03-4096,2003,Mid-shelf (30-120 m),Shelf,105.1149224,Toxicity,1,None
B03-4097,2003,Marinas,Ports/Marinas/Bays,0.49130177,Benthic,2,Low
B03-4097,2003,Marinas,Ports/Marinas/Bays,0.49130177,Chemistry,3,Moderate
B03-4097,2003,Marina,Ports/Marinas/Bays,0.49130177,SQO Integrated,3,Possibly impacted
B03-4097,2003,Marinas,Ports/Marinas/Bays,0.49130177,Toxicity,3,Moderate
B03-4098,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Benthic,2,Low
B03-4098,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,Chemistry,3,Moderate
B03-4098,2003,Ports/Bays/Harbors,Ports/Marinas/Bays,2.821826075,SQO Integrated,3,Possibly impacted
